"Review","Review_rating"
"Kia Seltos is yet to hit the Indian Roads, but it already promises to be the best in its class. Kia Seltos stunning design and sporty looks are gonna impress the Indian car buyers and will definitely be the best selling car in the market. KIA is offering the latest technology in its car at an affordable price to compete against its rivals. Kia Selt...Read More",5
"Kia Seltos looks Amazingly rugged. The headlights and shoulder line gives a masculine look. Its front grill is oozing with an appeal while the alloy design is awesome.
",5
"Kia Seltos looks brilliant for sure it il rock the SUV segment, with a lot of features. The design is nice in this budget range.
",5
"Kia Seltos is a great Car, the brand has covered every aspect and has done a great job with terms to design, features, interiors. The best part is the pricing which I consider a big plus, as the majority of us are looking for cars which are in the range of 10 lakhs to 15 lakhs. Decent Car, Great Features and Perfect Pricing.
Read More",5
"Kia is a stunning stylishly designed Midsize SUV. At the price that it is offered, it is way better than Audi & BMW. The features offered in KIA are world class and are the latest technology. KIA has done an excellent job in making and launching its first car in the Indian market. KIA Seltos is definitely gonna be the best SUV in its class
Read More",5
"Kia Seltos must be the revolutionary company in the Indian automobile market.
",5
"Kia Seltos is a very good SUV in India, very nice look Exterior and very good design company. It works best. 
",4
"Overall Kia Seltos is looking killer. Best rival in the market for kicks and Creta. Loved the car. Functions and look.
",5
"The car really has elegant looks. It has extraordinary features and specifications with great technology. Kia will truly take the market of the SUV segment.
",4
"This is a nice car. The features are amazing. The looks are great. 
",5
"Everything is just marvellous about this SUV... will capture the market in 2yrs. The exterior is looking compact and stylish.. a fresh feel is there in comparison to Creta which the people have become used to. Kia has done well not going for bigger size like harrier or hector which should make it more fun to drive and economic. Interiors, and featu...Read More",5
"Kia Seltos certainly belongs to a next-gen SUV lineup coming to India. I wonder of how it's body strength, and structural capacity shall place it in the safety and security segment, all the features and design and power is eagerly welcomed, but body strength is of utmost importance.
Read More",4
"The stunning looks will attract the customers and there are all chances of getting a quick hit among the Indians. The safety and comfort are blended proportionately without neglecting aesthetics of compact SUV. The car would set the new standards in the Indian auto industry.
Read More",4
"Mind-blowing car by Kia Motors. This car will capture Indian market.
",5
"The looks of the car are amazing with good ground clearance and great mileage.
",5
"Superb looking car and future excellent color options and the interior was interesting it's better than all his segment Get it into lunch early in this year on roads dashing design super lights cubed like headlights no words to say Kia is fantastic job to create this car amazing future in India 
Read More",5
"I want to buy this car because I love this car. I searched for all those specifications of this car...It has awesome features.
"The car looks like a beast and the engine power is great, the Bose sound system is top-notch, and the 360-degree camera view is very helpful.
" 4
"The smoothest experience I have ever had was in this car. So much of class and performance in this car I just loved it.
" 5
"Kia is the best car that is safe & smooth. Available at the best price.
" 5
"Awesome car with a Bose music system. Far better than Hyundai's Creta. Great riding experience with KIA and within the budget.
" 4
"Amazing driving experience being a cousin of Hyundai, Kia gives more money value but MG has better space and features.
" 4
"Amazing features, excellent road presence with safety features and comfort within the budget.
" 5
"Superb sound quality sound system and excellent future car. Mind-blowing look, low price best design. Segment 1st Smart Heads-Up Display. World's 1st SmartPure Air Purifier. Bose Premium Sound System with 8 speakers & LED Sound Mood lights with straight Line designs and World-Class Quality.
Read More" 5
"The look is best. And the interior is awesome And technology is mind-blowing by comparison to another car like MG Hector and others. The engine power of the KIA Seltos is best. And the drive is very smooth. The KIA Seltos have soo much Space for comfort setting.  And also have soo much function on the dashboard. The dashboard of the KIA Seltos is f...Read More" 5
"Amazing experience, however, a bit expensive when compared to MG Hector. It is very spacious and is affordable.
" 4
"Great car with multiple features. Highly recommended.
" 5
"It's a good product from Kia. It is a great allrounder in all aspects. It's a clear rival for segment leader Creta. Seltos is a great car, balancing pocket and commendable performance. Even it proved that it's far better than India's most awaited SUV Hector from MG motors. Ultimately its a great start to Kia in India.
Read More" 5
"Kia Seltos is an awesome car with a great look. Also, getting average mileage in this vehicle.

 
" 4
"Kia Seltos is the Beautiful Compact SUV. It is the best car in the 10 lac budget range.
" 5
"Car is very comfortable and has classy looks. I have purchased Kia Seltos GTX+ DCT in the month of October from Pune dealer. I have been around for three weeks. But since the very first day, I noticed a very annoying sound coming from rear of the vehicle. I have tried all possible things like removing all lose attachments and items from the car but...Read More" 5
"Pickup and mileage are amazing. The comfort level up to the mark.
" 5
"One of the best cars in 2019 by Kia. Features in the car are amazing.
" 4
"Review" "Review_rating"
"NO ONE CAN FIND A BETTER SUV THAN KIA SELTOS. ITS AMAZING LOOKS AND BODY ALIGNMENT ARE SOO GOOD AND TOUGH. INTERIORS ARE BEST OF ITS CLASS. I WOULD RECOMMEND YOU TO BRING HOME KIA SELTOS AND HAVE FUN LONG TRIPS WITH YOUR FAMILY. IT'S BEST WHEN ITS COMES TO ALL-TERRAIN, SO GIVE YOUR FAMILY A PLEASURE OF RIDING A GOD OF CHARIOTS.
Read More" 5
"The car looks amazing, The DRL's are attractive and the touch screen display has a really good response; but the car couldn't get 5 stars as the speedometer and the touch display could be more stunning which would upgrade the interior to a whole another level; Even though the dual-tone interior is interesting. The design of the car will stand out a...Read More" 4
"Kia Seltos is an awesome car from my experience. Good for long routes and quite spacious with comfort and relief. Happy with features of the car. Family and friends appreciated my choice and also wants always to ride my car.
Read More" 5
"The car is awesome. I bought the Seltos 1.4T GTX Plus Manual and the engine & gearbox are really smooth which delivers an unbelievable power. The cabin of the car is so well built that all the buttons and switches are at your fingertips. 360-degree camera, Blindspot view, Bose speakers, Ventilated seats and HUD makes the car superb. NVH levels are ...Read More" 5
"Kia Seltos the best automotive made by Kia. It has a 7.5 to 8.1inch screen which provides car information and navigation. There is also a head-up display through which you can get essential information such as speed. It is a good car in terms of safety which carries 4 airbags in the top variant. Even in the low variant, the safety measures are amaz...Read More" 5
"Great looks and amazing transmission features. Aux, A.C., and rear parking camera are wonderful.
" 5
"DON'T BUY SELTOS:

1=WASTE OF TIME AND MONEY.

2=COST WISE HIGH-QUALITY WISE LOW.

3=MILEAGE TOO LOW.

4=I'M BUYING A GTX 7 DCT AUTOMATIC TRANSMISSION PETROL AS I HAD A LOT OF TROUBLE IN MY VEHICLE.

FAULT CAN START IN BELOW MENTIONED FACTORS:

1, A.C. NOT WORKING AS WELL.

2, THE BRAKING SYSTEM IS OLDER THEN AMBASSADOR.

3, MILEAGE IS BELOW 12 KM ...Read More" 1
"Very nice car and superb features. It looks amazing and gives a feel which is quite comfortable.
" 5
"This car is aggressive & beautiful in this segment. This car fully loaded with features.
" 5
"Nice car with lot more features. Fully loaded with multiple features, the best features is the 360-degree camera.
" 5
"Best car in its segment. Excellent drivability, superb engine, amazing ergonomics, wonderful comfort, and humongous space. The car is a total package of comfort and performance. Seats are adjustable for both driver and front passenger side. Loads of legroom for the rear passengers. Excellent boot space. Better buy than Jeep Compass or Hyundai Creta...Read More" 5
"Features loaded car beyond expectations. Wonderful engine, superb interior with amazing quality, fabulous fit, and world-class finish.
" 5
"Excellent car in this price as it gives great value and great comfort for long drives. Also, it is very spacious.
" 5
"Kia Seltos is a very good car. It has new features with a triggered mileage. It's quite comfortable within the budget.
" 5
"Best and fully loaded car. Kia Seltos is also the best value of money. This car is manageable and is luxurious.
" 4
"Very nice SUV, a great combination of comfort, features, and style. Value for money car with luxury features, good handling, and great braking.
" 5
"It's an amazing experience as the drive is very much comfortable. It has many features to entertain and gives a wonderful experience to the passengers as well.
" 4
"Good car with the best features within the budget. The interior and the seats of the car make it luxurious.
" 5
"It was the best experience for me. I enjoyed it thoroughly.
" 5
"This is the best car in my budget as the features available are amazing including the interior and the exteriors.
" 5
"Kia as soon as it landed in India came with a bang for the buck competing with its sister company Hyundai's Creta, the Jeep Compass and the MG Hector which again was recently launched. Seltos gave us a variety of features with 2 lineups total of 5 variants that can suit your choice and has premium features.
Read More" 5
"A very nice car with bose speakers, which is not available in other cars in its segment. Worth buying it. This car is spacious, safe, powerful. This car comes with 6 airbags, sufficient boot space, and sunroof. Ambient mood lighting gives a luxurious and soothing experience.
Read More" 4
"We brought the Kia Seltos HTK in petrol 2 months ago and the car is fabulous. You get all the features even in the base variant. You name it and its there. It has a 6 speaker JBL music system, an intelligent MID projector setup for both headlamps and foglamps. It is a very nice car and you should buy it instead of its rivals. However, spare parts a...Read More" 5
"I felt very glad by its modern advanced technology and innovative design still, it's so smart due to Long-Durability, Safe, Secure and Lightweight. It's one of my favorite cars known for \"Kia Seltos\", we would feel simple by architecture style ever.
Read More" 5
"Kia has debuted in the Indian car market by launching a great car Seltos. Though based upon Hyundai Creta, yet many steps ahead of the techology, comfort, styling ride and handling. I think mileage could be a negative aspect. Still, it's a great car.
Read More" 5
"Nice design and engine are powerful and advanced. Speed and mileage are up to the mark. Available within the budget.
" 5
"The best performance and unique look make it striking. The detailed review of this car can not be expressed in just a few words.
" 5
"This car has a very comfortable sitting arrangement and a very good leg space.
" 5
"To be very honest this SUV has a sporty look and as per the company, it has a thrilling design, including the interior. Highly recommended.
" 4
"This car is delivering a very good performance. Great looks.
" 5
"Review" "Review_rating"
"Kia Seltos became one of the best prime SUV cars of this era in India. The car has a best-finished premium looking with ultimate build quality till now in the Indian car market. In this price range, it gives many loaded features as follows: 

1. It has a 360-degree camera.

2. Both front and rear parking assistance are given.

3. Has an adequate bo...Read More" 5
"I brought Seltos HTX one week back. This is my 6th car following Innova Crysta, XUV500, Duster, Honda City, and Dzire. I can safely say that this is the best overall car in this price range presently. This car is a near-perfect vehicle by many angles. Its design is fantastic, looks are fantastic, features are amazing, refinement is excellent, NVH l...Read More" 5
"Its a nice car with great features, amazing headlight, suspension, nice pick-up.
" 5
"I am feeling great with this car. It has a quite good handling, nice road grip, great stability, also great acceleration, and engine noise is quite low. Talking about interiors it's just wow. Lots of space, comfortable to sit, and love the driver's electronic adjustment. Don't have words about ventilated seats, and infotainment touch is a superb th...Read More" 5
"Great car with looks, mileage, power, comfort, and ultimate driving pleasure. All in all an absolute value for money car.
" 5
"Kia Seltos can be called as a car of gadgets. It has a handful of features but only in GT line. For HT line it has only 2 airbags even for X Plus which is the diesel top-end model. It has 17inch diamond-cut alloy wheels, 8inch heads-up display, 360° camera, blind view monitor, red color brake caliper only for GT line X plus variant. In HT line K pl...Read More" 4
"Fully loaded car with super new generation features and economically best for middle-class people.
" 5
"It's the best car which I have ever seen and yes it is a new company, so some people might think to purchase it or not. My experience says that every guy must at least test drive it and I'm sure, once driven, will be bought for sure.
