review_title,review_url,review_text,review_likes,review_rating
JEEP COMPASS- TRULY COMPACT,https://www.cardekho.com/jeep/compass/user-reviews/6,"Overall, its a nice compact SUV. However, i would like to mention some comments basing on my experienced. 1. Cabin size, especially the height of the roof above front seats a bit low. 2. Bumper too low for hilly areas.Read More",9 Likes,3
Awesome suv,https://www.cardekho.com/jeep/compass/user-reviews/6,Great styling. Premium interiors. Ride quality is good. Great value for money. Goes well with the iconic brand name. Can compete with the cars of one level higher. Still have to experience service part though. Expecting good service network Read More,9 Likes,5
Worst Customer Service in Jeep Company and their Dealership,https://www.cardekho.com/jeep/compass/user-reviews/6,Worst Customer Care in the Jeep Dealership at dealer and when Escalated to Jeep Company the Response is even more Worse. There is no one to care for customers pain points. The basic elementries of customer installation on delivery is being ignored. The overall experience of Jeep has been very bad. Feeling very sad for having bought a Jeep. Product ...Read More,9 Likes,1
Bad than all other Indian cars,https://www.cardekho.com/jeep/compass/user-reviews/6,Diesel Engine is too loud in the cabin. Body frame sound is also there which is not acceptable with this segment of car. I purchased the vehicle from Dehradun and driven only 20000 km. I have been driving since 25 years and driven more than 25 brands of cars and SUV's . Read More,9 Likes,1
Great suv,https://www.cardekho.com/jeep/compass/user-reviews/6,"ultimate suv kya khu iske bare test drive karo or kud jaan jao what a break system, controlling power, curvings built quality,off road... head off to jeep company jo aisi suv banayi.... jitna khu utna kam....Read More",9 Likes,5
Great Car with great service,https://www.cardekho.com/jeep/compass/user-reviews/6,"I bought limited(O) diesel from Mohali dealership on 10th January 2018 and I must say my experience till now is great in all aspects.When I confirmed my purchase, I got delivery next day as one day took for banking formalities. That was amazing experience. The dealership here in Mohali is very professional and customer oriented, they even changed t...Read More",9 Likes,5
Good Car But Lacks Automatic Transmission,https://www.cardekho.com/jeep/compass/user-reviews/6,"My friend recently bought the Jeep Compass and we got out for a small drive. As we drove down the highways, the car felt well planted and I didn?t have to switch gears very frequently in order to keep the car moving, which made it pretty relaxing to drive. But when we came back in the city, the heavy clutch started to get irritating and painful. Th...Read More",9 Likes,4
4x4 MT Compass (21.39 L) vs the AWD AT Tucson (25.18 L),https://www.cardekho.com/jeep/compass/user-reviews/6,"As and when Compass comes with AT 4x4 it will cost atleast 23.5 and obviously as it is a new launch there are no discount offers. Tucson with discount offers between 1-1.5 L is going to be available for almost the same price as the AT 4x4 Compass. Therefore a Tucson which is bigger, more powerful, more fuel efficient, better dynamically designed, m...Read More",9 Likes,3
Jeep Compass Attractive SUV That Misses Some Key Features,https://www.cardekho.com/jeep/compass/user-reviews/6,"I started following all the updates on this small SUV the moment it was announced for the Indian market. The key reason behind purchasing this car was the attractive design with which I fell in love at the first sight. And since it is a Jeep product, I wasn't caring much about the build quality and the driving experience. The ride and handling of t...Read More",9 Likes,3
Jeep is worst car maker in India,https://www.cardekho.com/jeep/compass/user-reviews/6,I have purchased Jeep Compass 2*4 Limited on 30th November. Delivery date was 5th December. Within a week the vehicle breakdown .Nobody know what happened Road assistance Services brought to Service Center .Now 20 days Over There is no proper solution So far . I thing this premium vehicle .So I expected great service .But my experience was horrible...Read More,9 Likes,1
"Jeep India: Worst Sales team, Fake commitment to deliver car",https://www.cardekho.com/jeep/compass/user-reviews/6,"Very disappointed with Jeep India and their Dealers. Big brand but poor management in India. Fake data they are disclosing that 5000 cars has been delivered or 10000+ booking completed but actual data is wrong, very few cars on road, almost everyone is waiting and wasting their time. Dealers initially promise that they will deliver the car in first...Read More",9 Likes,1
Jeep Compass a great value for money SUV...,https://www.cardekho.com/jeep/compass/user-reviews/6,"Good to be back again?this time I am writing a review for the Jeep Compass Longitude Diesel MT. This is the mid segment jeep in the compass series. To start with let me tell you the vehicle is absolutely ?SOLID? heavy build and gives you an impeccable presence wherever you go. So lets talk engine dynamics, the diesel engine of this baby is a 2 Ltr ...Read More",9 Likes,4
Truly an Urban Jeep !,https://www.cardekho.com/jeep/compass/user-reviews/6,"Was looking to move on from my good old Mitsubishi Outlander - Yes a petrol suv :). Not a Diesel fan. Criteria was : An SUV, Chic Looks, Automatic Petrol. not much choices available in Indian market. Shortlisted between : Fortuner Petrol & Tucson Petrol . Then read some where jeep is launching Petrol with automatic .. so thought should give it a ...Read More",9 Likes,5
Worst tyres in JEEP CARS,https://www.cardekho.com/jeep/compass/user-reviews/6,In India jeep cars and not supplying very good tyres with the car because in my Jeep Compass car FIRESTONE tyre got BURSTED (only mysore city ride) for 1350KM! BE AWARE OF IT!!!Read More,9 Likes,2
Multiple Issues,https://www.cardekho.com/jeep/compass/user-reviews/6,Bad experience so far...Gear issues accompanied by burning smell. Electronic Parking Brake failure ! All in less than 2000 km !. Even the service team is clueless.,69 Likes,1
Jeep Compass- Unbelievably Affordable,https://www.cardekho.com/jeep/compass/user-reviews/6,"I have been a huge fan of Jeep badge. The sturdy and macho vehicles that this American brand manufactures are simply unmatchable. I have been following the Jeep Compass since the time it was first showcased. The massive road presence and the sharp styling of the Compass SUV cannot be compared to any other crossover in the country. Apart from this, ...Read More",69 Likes,5
The Compass Is Here To Stay,https://www.cardekho.com/jeep/compass/user-reviews/6,"I bought the Jeep Compass just for its head-turning looks. But to my amazement, the Compass has a lot more to offer. The ride quality is sublime and so is the seating comfort. Although the high door sills do get in the way at times, especially when you are in a hurry. The sound system is amazing but I can't say the same for the infotainment display...Read More",69 Likes,4
"Brand, quality & style",https://www.cardekho.com/jeep/compass/user-reviews/6,"First 3 version of Jeep Compass are not worth the money - but things change when you look at Limited option & onwards. You get all the features one would like to see in a compact SUV - Price is bit higher compared to other brands but brand also matters so i'm sure people will go for Compass & will not look at the price. Buy it for Brand, Quality, ...Read More",69 Likes,4
"No 4x4 till November, No Sun-Roof",https://www.cardekho.com/jeep/compass/user-reviews/6,"After months of waiting fr it's launch, I booked the top-end 4x4 on the first day the bookings opened. I am now going to cancel my booking. Reasons: 1. No delivery of 4x4 till Nov. 2. Imminent increase in taxes, & the On-Road Price will go frm 24 to 26 Lacs 3. Pay 26L fr a top-end vehicle, and you still have dummy buttons on the steering, undersize...Read More",69 Likes,3
Small SUV,https://www.cardekho.com/jeep/compass/user-reviews/6,"I saw the Jeep Compass at a nearby dealership today. It is smaller than what it looks in the images. The Tucson, in comparison, looks wider. Sit inside and the quality of the materials used is good. The space is also decent and two six-feet tall guys can sit one behind the other. But it doesn't look as wide as you think it will be. From the driver'...Read More",69 Likes,2
Good job jeep,https://www.cardekho.com/jeep/compass/user-reviews/6,looks 5/5 interior 5/4.5 soft touch leather 5/4 touch screen 5/3 harman kardon 6 speakers 5/5 safety features 5/5 comfortable seats 5/5 low noise cabin 5/5 led front nd rear lights 5/5 smooth drive 5/4Read More,69 Likes,5
Excellent car.,https://www.cardekho.com/jeep/compass/user-reviews,"It's a great car. I have a Jeep Compass 2018 is a limited manual car. It was my dream to own. Till date, I haven't faced any problem. The power, handling, luxury feel, everything you get it for 20-25 lakhs is absolutely insane. More than that it's really suited to Indian road conditions. I never felt lethargic even after driving for 600+ km per day...Read More",69 Likes,5
Excellent SUV,https://www.cardekho.com/jeep/compass/user-reviews,"Jeep Compass is the most efficient car, elegantly designed, and most powerful car in this segment, compared to Harrier, Creta this is the most efficient and it's the best value for money. Excellent driving experience with all the necessary features required in this segment of car. If any confusion with similar cars, just go and get jeep compass bli...Read More",69 Likes,5
Not satisfied.,https://www.cardekho.com/jeep/compass/user-reviews,Too many issues with the clutch plates and 2.0 liters Fiat-sourced diesel engine is problematic and compelled me to get the clutch plates changed twice in just 4000kms.,1 Likes,1
Value for money.,https://www.cardekho.com/jeep/compass/user-reviews,"Its been nearly 2 years of my Jeep Compass limited edition and I must say, it's just a completely fantastic car. The features are very good. Loved this car and its value for money. Maintenance is a bit high but the person who buys 5 seaters in this range does not feel it so. Read More",1 Likes,5
